@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-g83e~5vmg-b2c4,171317,0,,POINT (-99.419431 37.920715),37.920715,-99.419431,EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET,KINSLEY,KS,67547,EDWARDS,(620) 659-3621,Critical Access Hospitals,Government - Local,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-537i_7yep~mxp7,054110,1,ROOFTOP,,37.5465161,-121.9798196,FREMONT HOSPITAL,39001 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,(510) 796-1100,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-28wr-24ws-jf4t,230259,0,,POINT (-84.016571 42.310594),42.310594,-84.016571,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,(734) 475-3911,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3h4r.b5nf_8p3t,104069,0,,POINT (-81.595732 30.256188),30.256188,-81.595732,WEKIVA SPRINGS,3947 SALISBURY RD,JACKSONVILLE,FL,32216,DUVAL,(904) 296-3533,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-qtzp-aczd_sysf,290042,0,,POINT (-115.121992 36.107369),36.107369,-115.121992,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119,CLARK,(702) 794-0100,Acute Care Hospitals,Voluntary non-profit - Private,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-4rjp~camg~jz6s,140059,0,,POINT (-90.341622 39.109906),39.109906,-90.341622,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,(618) 498-6402,Acute Care Hospitals,Government - Local,true,5,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-6zpe~cgwm_xs5p,161372,0,,POINT (-93.877037 42.055583),42.055583,-93.877037,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,BOONE,(515) 432-3140,Critical Access Hospitals,Government - Local,true,4,,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5,Not Available,5,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-fjgq-t4a6-wyvs,050204,0,,POINT (-118.14364 34.585688),34.585688,-118.14364,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-5zcn.p8qz~eqqf,120006,0,,POINT (-157.757229 21.381502),21.381502,-157.757229,ADVENTIST HEALTH CASTLE,640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,(808) 263-5500,Acute Care Hospitals,Voluntary non-profit - Church,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nfg8_ccxm-ja7t,281335,1,ROOFTOP,,41.2909887,-99.9242095,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 E KIMBALL",CALLAWAY,NE,68825,CUSTER,(308) 836-2228,Critical Access Hospitals,Government - Hospital District or Authority,true,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-zhtp.bhek.cvvy,194082,0,,POINT (-92.662196 30.240216),30.240216,-92.662196,JENNINGS SENIOR CARE HOSPITAL,"1 HOSPITAL DRIVE, SUITE 201",JENNINGS,LA,70546,JEFFRSON DAVIS,(337) 824-1558,Psychiatric,Proprietary,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-ty8n~pfwz_x66j,231327,0,,POINT (-84.831826 42.564928),42.564928,-84.831826,HAYES GREEN BEACH MEMORIAL HOSPITAL,321 E HARRIS STREET,CHARLOTTE,MI,48813,EATON,(517) 543-1050,Critical Access Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Not Available,5,Below the national average,,Same as the national average,,Not Available,5,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-z3vk.epgx_uw9b,334022,0,,POINT (-78.868415 42.918258),42.918258,-78.868415,BRYLIN HOSP,1263 DELAWARE AVE,BUFFALO,NY,14209,ERIE,(716) 886-8200,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-ats4-xdcp~iw65,260119,0,,POINT (-90.443287 36.788987),36.788987,-90.443287,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,BUTLER,(573) 785-7721,Acute Care Hospitals,Proprietary,true,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-bw8f_jei6~sfm5,330119,0,,POINT (-73.960611 40.773964),40.773964,-73.960611,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7d32-dc2j-jk39,340190,1,ROOFTOP,,35.22274,-80.64752759999999,NOVANT HEALTH MINT HILL MEDICAL CENTER,8201 HEALTHCARE LOOP,CHARLOTTE,NC,28215,MECKLENBURG,(704) 384-4089,Acute Care Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-7bqu_vhhd.zycd,530032,0,,POINT (-110.991336 41.242214),41.242214,-110.991336,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,EVANSTON,WY,82930,UINTA,(307) 789-3636,Acute Care Hospitals,Proprietary,true,4,,Not Available,5,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-yegj_y2j5.e33p,180050,0,,POINT (-83.313105 36.810183),36.810183,-83.313105,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,HARLAN,(606) 573-8100,Acute Care Hospitals,Voluntary non-profit - Other,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-c8za_geg7~y7ap,501333,0,,POINT (-120.536761 46.987688),46.987688,-120.536761,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,98926,KITTITAS,(509) 962-9841,Critical Access Hospitals,Government - Hospital District or Authority,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-dy4f.r3ep-3mc5,490013,0,,POINT (-78.913198 36.713485),36.713485,-78.913198,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,HALIFAX,(434) 517-3100,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-nkr7.hdmt_ja2d,310014,0,,POINT (-75.115757 39.940802),39.940802,-75.115757,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,08103,CAMDEN,(856) 342-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-5vf4.uxtf-sv5z,090004,0,,POINT (-77.074388 38.912599),38.912599,-77.074388,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,THE DISTRICT,(202) 784-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pyv9_u5xt_gndb,450132,0,,POINT (-102.37491 31.844399),31.844399,-102.37491,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,79761,ECTOR,(432) 640-4000,Acute Care Hospitals,Government - Hospital District or Authority,true,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-vz8h~6tdd.rzsw,390327,0,,POINT (-76.716898 39.923277),39.923277,-76.716898,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,PA,17403,YORK,(717) 812-6100,Acute Care Hospitals,Voluntary non-profit - Private,false,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-jp22~5e9q.iy5s,370216,0,,POINT (-96.004542 36.06376),36.06376,-96.004542,TULSA SPINE & SPECIALTY HOSPITAL,6901 SOUTH OLYMPIA AVENUE,TULSA,OK,74132,TULSA,(918) 388-5701,Acute Care Hospitals,Proprietary,true,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Same as the national average,,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-geu5.d96u~6uwk,220035,0,,POINT (-70.907251 42.511747),42.511747,-70.907251,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,ESSEX,(978) 741-1215,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ty89_7zaf~rcw9,100246,0,,POINT (-80.347352 27.431942),27.431942,-80.347352,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,ST. LUCIE,(772) 461-4000,Acute Care Hospitals,Proprietary,true,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-a8a7~36ic~zamx,051334,0,,POINT (-119.264518 34.442251),34.442251,-119.264518,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,(805) 640-2280,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-44i5~53xu-fjn4,270014,0,,POINT (-113.999891 46.873905),46.873905,-113.999891,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MISSOULA,(406) 543-7271,Acute Care Hospitals,Voluntary non-profit - Church,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cmbx.gtsw.4cri,150023,0,,POINT (-87.407085 39.484862),39.484862,-87.407085,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,VIGO,(812) 238-7606,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-yjye.hnn5~27ky,361302,0,,POINT (-81.335874 40.401464),40.401464,-81.335874,TRINITY HOSPITAL TWIN CITY,819 NORTH FIRST STREET,DENNISON,OH,44621,TUSCARAWAS,(740) 922-2800,Critical Access Hospitals,Voluntary non-profit - Church,true,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,16,Not Available,5,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-qgrf.mty3-fgdf,521346,0,,POINT (-88.606614 44.761606),44.761606,-88.606614,THEDACARE MEDICAL CENTER - SHAWANO INC,100 COUNTY RD B,SHAWANO,WI,54166,SHAWANO,(715) 526-2111,Critical Access Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-as4x_rds5_3n7r,420091,0,,POINT (-79.754236 34.158829),34.158829,-79.754236,MUSC HEALTH FLORENCE MEDICAL CENTER,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,(843) 674-2500,Acute Care Hospitals,Proprietary,true,3,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-3tn8.ifxk_3zyp,250128,0,,POINT (-89.916488 34.306319),34.306319,-89.916488,PANOLA MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,MS,38606,PANOLA,(662) 563-5611,Acute Care Hospitals,Proprietary,true,3,,Same as the national average,,Not Available,5,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-6uy2-xp88~p8f2,340187,0,,POINT (-80.570097 35.90001),35.90001,-80.570097,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,DAVIE,(336) 751-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pmc8~55pn~aatt,490107,0,,POINT (-77.362657 38.96189),38.96189,-77.362657,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,FAIRFAX,(703) 689-9000,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-g7nw-ucu9.kxj9,050603,0,,POINT (-117.708258 33.607762),33.607762,-117.708258,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,(949) 837-4500,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
